WordCount,ConfScore
123,0.969296396
47,0.957350552
82,0.96130383
19,0.957104504
14,0.929706573
9,0.753930807
35,0.913846135
86,0.935600221
24,0.936756015
146,0.960361481
71,0.970117092
147,0.967912078
168,0.975150347
202,0.973825157
43,0.936873317
186,0.975425422
161,0.971431971
160,0.965957046
72,0.955522299
106,0.963066936
77,0.953304052
134,0.962381482
21,0.834170401
22,0.897137582
169,0.966609359
39,0.936802566
62,0.933022201
130,0.957869828
64,0.957006812
10,0.795170784
3,0.829777241
39,0.90975529
7,0.870275319
55,0.929260194
119,0.956705987
69,0.9468835
27,0.938965499
10,0.958681464
71,0.947754979
152,0.969643831
23,0.877716005
187,0.964944184
172,0.96903646
161,0.964702666
40,0.891271174
35,0.902993143
9,0.854093671
213,0.975182772
16,0.87218672
129,0.938811362
185,0.968096972
14,0.869947433
5,0.85195148
139,0.96748966
4,0.563412309
218,0.97704196
142,0.973533869
65,0.880051911
66,0.928230226
157,0.97347331
215,0.967370749
114,0.962488592
151,0.958244979
152,0.956559658
126,0.949179053
105,0.945404828
46,0.890870869
151,0.965455592
145,0.958189547
47,0.908914745
194,0.959878802
43,0.930753052
196,0.981568813
199,0.972558022
222,0.978315115
2,0.729990244
16,0.864202619
18,0.860605299
32,0.961364806
19,0.966095567
12,0.881228447
13,0.982640803
80,0.959183097
45,0.920340061
17,0.911275268
22,0.951323271
4,0.986396432
13,0.900259614
47,0.899337053
49,0.958810508
28,0.920152962
43,0.951641858
23,0.933254838
3,0.949235976
8,0.987628996
1,0.788068295
2,0.729990244
16,0.864202619
18,0.860605299
32,0.961364806
19,0.966095567
12,0.881228447
13,0.982640803
80,0.959183097
45,0.920340061
17,0.911275268
22,0.951323271
4,0.986396432
13,0.900259614
47,0.899337053
49,0.958810508
28,0.920152962
43,0.951641858
23,0.933254838
3,0.949235976
8,0.987628996
1,0.788068295
4,0.705186069
31,0.963229299
48,0.975408375
98,0.954339862
160,0.971847355
170,0.967262447
194,0.977700412
168,0.968342185
158,0.966994643
197,0.975930274
192,0.97624588
177,0.977251589
93,0.969177186
97,0.959471583
180,0.96295476
186,0.976393998
34,0.9202075
6,0.932904005
137,0.960153639
125,0.960695744
103,0.945517778
47,0.925331354
91,0.960766137
102,0.960910499
165,0.963227034
168,0.966638982
61,0.945774019
2,0.822552204
8,0.984947026
29,0.927684247
116,0.929102361
7,0.984772086
117,0.967404902
141,0.968864024
70,0.951962769
57,0.951364756
53,0.956870794
6,0.979652822
28,0.915553212
31,0.928892016
134,0.939488411
74,0.947775781
6,0.90481025
127,0.970456421
31,0.93733114
103,0.975321651
123,0.964874089
70,0.969667077
88,0.955312312
149,0.961951911
131,0.973152637
25,0.957116485
23,0.947558284
84,0.965776324
67,0.949885428
50,0.935984194
149,0.965550482
160,0.969097376
163,0.969880998
2,0.879778743
51,0.943858266
6,0.816634178
148,0.974497914
66,0.927682757
26,0.899072528
47,0.924398065
22,0.937372208
13,0.854656875
45,0.928127289
2,0.98607254
167,0.963698149
12,0.749412119
43,0.902372479
3,0.785479605
41,0.834440351
89,0.975643039
183,0.969347
95,0.937027514
140,0.945890665
35,0.901328862
113,0.966227531
157,0.964734912
112,0.964724362
83,0.963454962
176,0.966708004
61,0.938106596
86,0.957862675
179,0.969358563
133,0.968258262
32,0.933739126
10,0.815961003
16,0.909348607
25,0.936884761
49,0.942158759
12,0.970601082
92,0.952697098
85,0.941561699
162,0.962370872
51,0.935502946
67,0.953709781
40,0.95119077
65,0.929807127
21,0.936418176
42,0.944437504
170,0.972442985
129,0.974719405
128,0.968633056
173,0.972782493
49,0.917507589
158,0.966159761
224,0.97805351
182,0.967461705
159,0.979108572
183,0.976402879
186,0.97108674
169,0.962863624
29,0.863197148
47,0.948692322
20,0.820929646
10,0.802301049
4,0.92623502
6,0.889728308
119,0.95495075
121,0.960739017
74,0.949161232
6,0.947416186
104,0.951357007
15,0.87383759
38,0.962857068
10,0.813466787
33,0.904488146
35,0.957007587
14,0.96381557
151,0.973809779
17,0.866997242
17,0.970237494
148,0.969990492
4,0.969483674
3,0.895415783
121,0.963562429
156,0.93568331
46,0.951184452
3,0.636151969
13,0.883404076
13,0.885398448
70,0.936408639
199,0.957466245
12,0.869441807
142,0.967522979
42,0.916481197
21,0.949271441
96,0.948830485
146,0.96506238
44,0.944521725
60,0.936002195
6,0.92860055
7,0.838917792
50,0.965086281
48,0.927231431
75,0.931307256
8,0.961210966
42,0.904222608
43,0.886458397
135,0.973157763
38,0.890866339
18,0.92322892
8,0.944898903
36,0.93953234
49,0.963894486
5,0.945129991
56,0.944808483
68,0.955584347
15,0.877158344
19,0.952418983
2,0.627762556
177,0.963771522
85,0.966129661
138,0.958495975
109,0.952327073
152,0.966729879
165,0.964271247
140,0.9674263
18,0.910618544
63,0.953838408
150,0.962011278
68,0.951806545
89,0.940648377
138,0.969516218
163,0.973629057
181,0.966460586
199,0.976436496
90,0.937109828
24,0.966466844
98,0.947477937
176,0.973893762
155,0.967490792
121,0.972508371
47,0.90919143
22,0.856335759
9,0.955953062
10,0.900051892
96,0.959794164
176,0.967119515
16,0.866647243
187,0.960799932
206,0.96219027
20,0.860569298
162,0.974220991
173,0.966160357
12,0.949041784
201,0.971526921
200,0.964610159
179,0.959595084
155,0.967639148
156,0.967660666
7,0.87961781
172,0.959737122
139,0.955076277
106,0.960243225
178,0.964607
57,0.973586142
9,0.945121348
32,0.953163445
87,0.932434499
23,0.928675056
57,0.963867664
165,0.974191904
100,0.962919235
21,0.922717929
79,0.954364538
9,0.906356692
10,0.928242683
65,0.96069175
136,0.962693274
21,0.933481872
18,0.91442132
33,0.963532984
21,0.805912495
114,0.958868206
32,0.885322273
35,0.901179314
154,0.971411705
32,0.941898227
7,0.701556325
94,0.947250545
128,0.971463442
128,0.951996922
104,0.958845317
115,0.968462944
155,0.98189944
164,0.968884408
183,0.967906415
216,0.978848577
194,0.969990015
79,0.934206963
171,0.962887347
109,0.976406038
47,0.941389203
143,0.973697126
90,0.969639838
19,0.907878101
22,0.972505569
2,0.987629056
185,0.975659192
27,0.951900125
62,0.965934277
7,0.964426577
8,0.904272616
25,0.94847852
64,0.951698959
10,0.982678056
195,0.973837614
81,0.953122258
48,0.950679541
183,0.971489489
2,0.987429857
28,0.947376788
157,0.965300262
10,0.936182141
175,0.963255882
179,0.967295647
155,0.972889781
31,0.965163648
187,0.971547186
3,0.684031487
103,0.963729322
147,0.972644746
144,0.970269442
94,0.961869121
87,0.956344962
46,0.913292289
181,0.973956168
145,0.960807741
110,0.959296823
173,0.974305928
183,0.966879964
208,0.961587787
199,0.978956878
184,0.971092939
163,0.969683945
165,0.96683228
157,0.96689713
15,0.873791158
173,0.965492547
143,0.967559576
158,0.967782855
174,0.96349293
160,0.967992783
152,0.971128047
139,0.956661046
160,0.97104156
15,0.927520156
142,0.974840581
56,0.939522445
106,0.968684852
117,0.967856407
40,0.965845466
6,0.979281247
28,0.922692835
154,0.959558189
189,0.966986239
16,0.902564108
114,0.958714664
115,0.962065458
171,0.970336378
20,0.891164005
136,0.944305539
114,0.956323206
146,0.962434411
68,0.948554873
198,0.970568478
4,0.847636402
39,0.883588552
160,0.963094115
220,0.975166678
179,0.970525026
18,0.908622146
193,0.976305962
192,0.972034216
142,0.948799908
133,0.966594815
181,0.972654223
261,0.970593691
193,0.965382159
238,0.97403121
206,0.972255349
161,0.954619825
208,0.969314456
199,0.969467402
188,0.971430123
208,0.969335794
202,0.970514238
172,0.953988791
158,0.971109152
196,0.974402547
254,0.965137362
3,0.91688025
18,0.894636154
155,0.962671697
78,0.948338032
9,0.794028223
91,0.953626096
115,0.956133485
4,0.810198188
18,0.969657063
34,0.94385159
54,0.953117192
168,0.967873931
64,0.956625104
132,0.95585233
145,0.979605317
46,0.9657377
65,0.92806375
169,0.972957194
79,0.950103402
34,0.930755675
27,0.900711179
128,0.964588284
116,0.946723759
174,0.963530362
11,0.898772478
132,0.957490087
15,0.873459876
62,0.941151857
35,0.975681424
158,0.977065146
165,0.974324763
147,0.969776511
143,0.967194736
161,0.979792953
27,0.934502602
25,0.955504179
4,0.970605552
31,0.922962546
145,0.965599298
144,0.960688293
54,0.950401604
129,0.963478088
145,0.967879832
161,0.967895389
37,0.922577322
150,0.974647999
152,0.961290658
141,0.97096318
149,0.961993456
7,0.95549947
12,0.817179024
4,0.943818331
11,0.956574857
20,0.911460519
9,0.916171193
53,0.956239998
15,0.960539162
46,0.95511663
58,0.949398637
17,0.876810789
5,0.944033027
26,0.87913096
9,0.979762912
95,0.940801144
41,0.958637059
2,0.962984085
21,0.929255009
4,0.553478003
64,0.96590966
6,0.907764435
204,0.977309287
80,0.959274113
172,0.962349236
133,0.958154142
164,0.965918124
63,0.965948939
119,0.972210586
185,0.97067672
17,0.878554523
4,0.649870038
184,0.97945267
18,0.967473567
13,0.836685717
194,0.963798463
136,0.956753552
156,0.970110476
159,0.967945874
163,0.957769275
20,0.920225263
5,0.97728318
92,0.951306939
90,0.951749921
193,0.976203859
18,0.939217269
117,0.955098927
163,0.969452381
142,0.969475627
11,0.926180899
7,0.787845254
6,0.981041849
121,0.949885011
33,0.958267868
20,0.923243225
7,0.79857403
113,0.962042928
49,0.943654895
4,0.816410899
17,0.965431452
146,0.955554903
23,0.922642171
5,0.981813908
34,0.932089984
5,0.937847793
16,0.881008267
26,0.932058036
3,0.897250652
13,0.959376276
15,0.861192584
4,0.878627837
18,0.957570195
11,0.713460386
7,0.894773126
23,0.86246413
163,0.967760503
118,0.968505263
95,0.959492922
56,0.944638073
48,0.961971223
6,0.979198635
28,0.891406178
163,0.967760503
118,0.968505263
95,0.959492922
56,0.944638073
48,0.961971223
6,0.979198635
28,0.891406178
19,0.962769151
127,0.966230989
48,0.893191993
70,0.947819173
91,0.961556375
50,0.957945049
78,0.958399236
165,0.978308916
40,0.941932082
80,0.964373469
9,0.982568741
94,0.958516955
96,0.960614324
37,0.898953736
14,0.96565479
10,0.987295985
41,0.942615807
134,0.969988883
23,0.907602489
13,0.904631376
54,0.957333028
2,0.825788736
14,0.955665231
150,0.966072977
3,0.831137121
171,0.955595851
140,0.970976293
29,0.900789618
23,0.925041676
182,0.974676549
165,0.967355788
32,0.944399118
183,0.975304663
28,0.87306422
145,0.971586168
119,0.968513846
216,0.969050944
159,0.966177404
152,0.96902597
154,0.963533878
149,0.955755293
205,0.967342734
221,0.984017551
177,0.946519613
190,0.966330588
87,0.942932546
152,0.973863661
42,0.931796193
22,0.923499167
79,0.947465062
99,0.959388137
143,0.969395995
95,0.957069933
27,0.903692782
130,0.94862783
121,0.958309591
49,0.940529883
60,0.975206971
149,0.970736802
10,0.951572537
44,0.956823766
32,0.93122977
140,0.968007386
188,0.975854099
69,0.940638185
192,0.97690177
140,0.965013623
100,0.967810273
114,0.958836615
9,0.987629056
117,0.967274964
3,0.983156502
144,0.956563413
143,0.961638153
142,0.953942418
23,0.905186832
75,0.946999907
1,0.874338269
174,0.971917033
46,0.953769207
21,0.889839351
134,0.929247379
61,0.919745982
65,0.940115929
110,0.956179559
9,0.743055224
8,0.931648195
164,0.948955476
71,0.930339038
130,0.950836897
49,0.933673918
144,0.957458794
144,0.965554237
204,0.973080873
95,0.955201626
112,0.954145968
172,0.964095712
154,0.960607231
119,0.952294707
192,0.977538407
89,0.957056582
170,0.965736687
135,0.939128637
3,0.928633213
16,0.967283845
114,0.956668079
24,0.963977993
23,0.965574861
4,0.770434737
128,0.976711273
76,0.935053587
99,0.95842737
53,0.947020411
10,0.960494161
25,0.922894657
3,0.898344576
167,0.949412584
95,0.970023394
81,0.948662102
29,0.963453531
130,0.964957595
132,0.966987431
21,0.709811866
88,0.948011339
208,0.972437799
139,0.962344706
148,0.96318537
133,0.920843482
27,0.958007395
145,0.971365333
112,0.977604687
6,0.92401576
60,0.91181159
18,0.893262982
204,0.967638433
170,0.972243071
215,0.971014023
54,0.934431195
10,0.917823672
137,0.968866169
121,0.960772574
6,0.79462558
119,0.960074723
109,0.962811291
100,0.945380986
158,0.963132143
138,0.950742841
70,0.951530755
13,0.904402673
135,0.967533469
116,0.964410722
11,0.840678811
24,0.947958291
103,0.948810518
2,0.964621067
141,0.972307682
136,0.964567542
155,0.97247076
47,0.961325943
168,0.969577253
47,0.950940967
51,0.932066977
43,0.921181262
122,0.975784779
54,0.956312537
12,0.961587846
10,0.761428714
45,0.970284045
135,0.965547681
56,0.947959423
9,0.98004353
120,0.964320421
84,0.968899667
102,0.971493006
169,0.980235815
17,0.848862708
9,0.932195127
6,0.915840626
18,0.914465666
19,0.760898292
26,0.908846915
36,0.91459167
28,0.902411819
131,0.969598293
56,0.901661992
3,0.803863585
32,0.926091433
5,0.735754371
54,0.946268737
66,0.902584434
147,0.954615772
149,0.966717482
5,0.981012404
128,0.938157558
169,0.971678257
72,0.96334213
161,0.966219008
142,0.963347852
171,0.965636313
152,0.946322858
83,0.952304423
203,0.973970652
180,0.95361352
190,0.971080542
190,0.975546837
206,0.972894967
173,0.958633482
183,0.968362391
164,0.973143399
57,0.949523985
32,0.935137331
117,0.966543078
140,0.968321443
70,0.946148813
40,0.967448115
6,0.979248822
28,0.922604263
149,0.965896428
19,0.865170717
23,0.953763366
154,0.966869473
136,0.966427743
60,0.915800571
4,0.448444843
53,0.936419606
5,0.870401382
21,0.868333161
41,0.926517367
161,0.96651262
145,0.950282335
23,0.923995197
98,0.947628617
154,0.965742767
125,0.953254819
97,0.950390995
123,0.968117356
138,0.962602913
57,0.916273952
125,0.969197214
77,0.965187669
79,0.956057966
29,0.919521093
115,0.955237329
69,0.956830025
24,0.885723054
136,0.957260013
121,0.956513464
107,0.961824834
55,0.958709836
9,0.920174479
28,0.95221889
4,0.971763492
88,0.957418442
25,0.971785069
22,0.813077152
34,0.95375073
25,0.944880366
75,0.959687173
34,0.971065044
30,0.931799889
218,0.972671926
28,0.954121232
212,0.972878695
88,0.960263848
100,0.967188656
30,0.957623839
53,0.953896821
81,0.942881405
125,0.956536233
174,0.973708868
183,0.971871316
16,0.948559284
158,0.942072928
48,0.948452413
179,0.973118126
7,0.865001798
200,0.968659818
192,0.967451096
178,0.97161442
175,0.967758894
37,0.923182607
167,0.974193811
25,0.874874949
167,0.954375386
185,0.961640537
114,0.959175527
80,0.964338899
33,0.911838472
49,0.933599591
63,0.965112209
124,0.969349146
129,0.970414281
132,0.972908676
20,0.922278404
2,0.978073001
7,0.91334784
203,0.978585184
34,0.951380372
209,0.966767192
159,0.968832135
117,0.960764349
8,0.970372081
146,0.972415388
10,0.86592406
28,0.888622403
24,0.968913853
122,0.968780577
65,0.939991713
117,0.973356009
37,0.933658779
17,0.986098468
127,0.968594849
88,0.972826004
105,0.960211694
126,0.959880233
122,0.968332708
95,0.962947547
9,0.920432925
61,0.950457394
134,0.968052208
141,0.973719239
20,0.961934924
174,0.952736914
148,0.960055947
7,0.95914799
174,0.969568133
191,0.974701941
198,0.964981675
190,0.965529621
31,0.930065334
45,0.945884526
212,0.967544258
20,0.9553774
206,0.979948938
38,0.913531125
63,0.966466129
222,0.969863057
153,0.967277348
175,0.975015879
93,0.951179564
191,0.975941241
67,0.946470082
17,0.953814983
133,0.958266973
10,0.957828701
7,0.709960401
126,0.962414503
2,0.896180153
135,0.967715919
12,0.723856926
144,0.967881441
149,0.958961606
179,0.966801047
111,0.966392934
14,0.839998722
3,0.947600663
3,0.95967418
19,0.986218691
76,0.920893192
65,0.940617979
49,0.934097052
66,0.948359072
154,0.968811214
15,0.975276113
21,0.927155614
53,0.947070003
20,0.911412537
5,0.863169551
13,0.891522944
4,0.966039062
15,0.954316676
83,0.950560033
154,0.955617309
7,0.95439899
36,0.929693937
39,0.912348628
17,0.940080404
63,0.952584445
28,0.929267526
66,0.969551861
12,0.954348087
28,0.925383091
24,0.954138279
85,0.967559814
54,0.933759451
29,0.959278703
38,0.932510674
29,0.94783026
74,0.946065247
31,0.935423434
18,0.938050985
10,0.922063947
20,0.968381405
10,0.97908318
51,0.935288966
7,0.953046739
49,0.912955523
11,0.913995922
79,0.928643227
55,0.953216255
99,0.942184389
180,0.962358832
38,0.925179005
18,0.866072595
98,0.947236955
6,0.982426822
6,0.909495831
28,0.91226089
11,0.73377794
130,0.959461272
145,0.973214626
11,0.81250912
102,0.95112139
70,0.949441552
142,0.946416974
17,0.745646536
168,0.968407869
52,0.933925331
30,0.910172522
44,0.928943038
90,0.945620298
93,0.945058644
12,0.898096502
29,0.932497621
21,0.86830312
31,0.940045834
95,0.949126303
156,0.967050433
21,0.932426333
36,0.909336805
6,0.711678922
13,0.945573449
50,0.90453738
64,0.925482869
23,0.854630351
9,0.891953349
12,0.959785461
5,0.848886788
17,0.896435797
32,0.947188914
152,0.956100047
23,0.943077326
65,0.961551189
12,0.986046314
147,0.96030277
5,0.959848225
44,0.932415187
42,0.95157516
22,0.914383948
8,0.824098229
11,0.949609756
88,0.941113412
31,0.961137712
3,0.653059959
61,0.95524168
158,0.975782573
118,0.958618164
14,0.919122398
81,0.95045054
131,0.954331517
31,0.945911229
30,0.948118448
118,0.969504774
61,0.949596345
126,0.975683391
112,0.966647923
71,0.944972098
43,0.948852301
57,0.953309953
117,0.969112933
140,0.962216914
70,0.939879835
48,0.965648234
6,0.980995834
28,0.905841947
77,0.949701667
8,0.777094066
15,0.901603401
39,0.906146109
78,0.954837441
113,0.977818131
113,0.946825445
6,0.97986275
39,0.945981622
20,0.911923766
16,0.849025607
112,0.961761773
27,0.936745942
26,0.889159977
172,0.958426893
22,0.884321928
170,0.968151212
79,0.93120575
8,0.813099861
16,0.88374871
19,0.892825365
12,0.965473592
4,0.937918663
38,0.943367898
20,0.929352283
11,0.970899343
26,0.914195061
8,0.902451575
35,0.947639585
24,0.948745668
25,0.954112828
22,0.918613076
9,0.844221234
50,0.945293069
2,0.713871121
201,0.972026587
127,0.967604399
144,0.966703534
36,0.937268376
205,0.974194467
17,0.943083286
68,0.9655177
151,0.971828222
183,0.961072803
34,0.980440497
195,0.967019141
45,0.947218895
111,0.965969801
25,0.927972317
56,0.952911735
