WordCount,ConfScore
56,0.939007282
117,0.964392126
34,0.932153285
179,0.966747403
154,0.976950526
95,0.960376322
75,0.952816188
197,0.973714054
154,0.974442542
187,0.963845611
2,0.516991913
76,0.95798403
8,0.974195182
8,0.889043212
12,0.943354547
13,0.910853922
9,0.879079819
12,0.942317784
6,0.654560089
6,0.983673871
9,0.987541735
47,0.953801811
19,0.98641187
75,0.953428864
3,0.608870924
58,0.93445456
5,0.607447863
51,0.936576843
13,0.983868957
7,0.954030454
12,0.975611985
116,0.963143826
118,0.962581813
10,0.969760537
169,0.967156649
151,0.968894124
124,0.962352216
7,0.987594485
163,0.969383836
34,0.925233662
167,0.9706164
160,0.954879284
2,0.891122103
168,0.962582946
92,0.940972149
128,0.958951592
16,0.959104657
19,0.861766994
142,0.958891869
142,0.962636471
164,0.973162413
138,0.970175564
199,0.979731858
7,0.952336252
89,0.964353681
14,0.827935636
9,0.914072692
16,0.893519163
5,0.703301311
5,0.825621784
4,0.973306358
3,0.667572677
10,0.981243134
18,0.906359792
5,0.945355535
11,0.829389811
21,0.91843313
4,0.980242848
37,0.970013916
9,0.954046011
5,0.977067173
28,0.949116766
2,0.690388441
5,0.925103188
13,0.928049386
2,0.632643819
5,0.773373306
5,0.892926037
35,0.933576882
46,0.946038604
80,0.937306046
31,0.930335701
206,0.973476827
8,0.970086932
136,0.96816659
7,0.890013695
64,0.942875445
174,0.970516682
226,0.978647053
33,0.91898793
213,0.978120923
59,0.962730587
187,0.964990318
171,0.97053349
139,0.965495408
80,0.948831081
64,0.944139719
99,0.964599371
9,0.982094467
160,0.961517036
132,0.963595331
76,0.961748004
187,0.97648114
6,0.759803295
191,0.971700668
6,0.981929243
28,0.942496896
179,0.973995388
124,0.96896112
184,0.970152736
167,0.964211762
44,0.95689863
92,0.941608429
203,0.97549361
198,0.974134982
49,0.960883677
106,0.965439916
152,0.952991843
18,0.954949498
92,0.943869174
110,0.967198133
5,0.960084558
152,0.970120192
2,0.970036387
68,0.95702666
169,0.95573014
6,0.95874542
51,0.960805416
115,0.959127367
190,0.970220923
4,0.707244992
14,0.973305643
28,0.941904068
163,0.972210169
168,0.969129443
200,0.982025445
125,0.972309291
127,0.959752023
4,0.901901901
28,0.875587821
162,0.964344084
3,0.706975281
36,0.910861969
170,0.97771138
116,0.963714898
9,0.911774218
27,0.958626091
186,0.965739965
139,0.962751091
2,0.853910506
113,0.965039611
57,0.893445194
121,0.954835176
82,0.926488042
120,0.954955041
169,0.978473663
153,0.967329025
107,0.959781766
124,0.955190361
155,0.966217816
162,0.972363114
145,0.957875431
89,0.949004948
6,0.807738304
137,0.965324581
7,0.952168524
16,0.855082989
20,0.899065018
34,0.921557963
2,0.964942634
11,0.852656901
4,0.986515284
52,0.940566659
14,0.859372497
19,0.885143161
17,0.790709376
8,0.918104708
12,0.929154217
31,0.941106558
12,0.79731673
5,0.948283076
8,0.924008369
8,0.96134305
8,0.756187558
14,0.818971813
71,0.951729655
16,0.829104841
15,0.95595324
6,0.891592979
157,0.980557561
20,0.915881813
2,0.979066968
3,0.814975441
153,0.964354575
178,0.973942339
192,0.967167854
25,0.908087671
27,0.87087518
82,0.924669921
198,0.966000617
126,0.961162448
2,0.585760713
23,0.795135081
83,0.947453618
106,0.955904901
173,0.971165895
87,0.961102784
14,0.929701686
165,0.966987073
35,0.923102558
204,0.970442533
100,0.955318809
62,0.932765901
3,0.792483807
30,0.919234157
57,0.915219665
9,0.579798281
113,0.967549622
127,0.952387035
42,0.937420189
19,0.930036843
41,0.922588825
78,0.94348675
56,0.932047009
7,0.930501223
47,0.940072238
160,0.968773603
30,0.951461673
156,0.968377292
113,0.948811531
16,0.960945308
12,0.916949451
180,0.973520398
83,0.95486182
162,0.965065241
76,0.951741219
160,0.963147938
45,0.925482333
132,0.961847425
173,0.978690743
31,0.901594281
177,0.967946887
8,0.919931889
159,0.969619095
182,0.973089337
156,0.962706864
48,0.952874899
192,0.969866872
61,0.930139005
94,0.95649761
160,0.967260182
7,0.8024984
176,0.974706888
75,0.955438852
159,0.957921267
162,0.974143505
139,0.961260378
191,0.972195983
8,0.845641732
80,0.920187294
168,0.964037657
96,0.963303685
50,0.930721521
119,0.966154695
112,0.954016447
67,0.933410764
166,0.964979231
161,0.967869937
9,0.890651703
18,0.842544079
191,0.969664633
59,0.94888407
173,0.963305235
180,0.97838372
46,0.963678956
104,0.956806004
119,0.973400354
160,0.971750259
124,0.962296665
18,0.983315885
26,0.976573348
159,0.97302562
151,0.972182035
155,0.961977363
113,0.959681392
16,0.95240283
155,0.964152515
146,0.959858298
164,0.970784128
151,0.967988729
181,0.970054209
150,0.97003603
118,0.966975272
98,0.963173628
45,0.944414079
114,0.963048577
24,0.864053905
123,0.957917869
11,0.83354044
31,0.92751056
46,0.925847173
50,0.924161255
12,0.976439178
5,0.853146076
99,0.948832631
90,0.953077972
14,0.905686677
139,0.961340368
2,0.805523038
19,0.860075593
31,0.910893619
5,0.744031608
9,0.938495755
66,0.947142541
11,0.861126304
19,0.932002902
8,0.964255393
7,0.931243777
35,0.894076705
59,0.960867047
61,0.934397817
15,0.832873344
20,0.90360862
70,0.938947558
19,0.843098581
6,0.842086136
37,0.928293884
88,0.969271302
4,0.869432092
117,0.954694867
9,0.753815949
80,0.95461446
150,0.961081922
141,0.953661501
106,0.956180155
14,0.969532132
123,0.955313027
45,0.971371949
66,0.95695132
23,0.935345054
3,0.760310173
11,0.970836282
26,0.949364543
108,0.958146334
102,0.960549593
20,0.9497509
20,0.887824059
2,0.919537067
154,0.975611925
19,0.918491483
207,0.966392756
36,0.883830428
208,0.97218889
16,0.916849375
180,0.969260097
60,0.950977147
136,0.968792915
25,0.886068404
50,0.90409708
139,0.958609521
137,0.956934035
154,0.970136762
108,0.955621183
40,0.967324913
145,0.966587543
182,0.971120656
6,0.885512769
133,0.968689561
151,0.964390993
86,0.942620993
8,0.984000921
45,0.913221478
5,0.875449955
175,0.969561756
43,0.946271241
62,0.92213136
66,0.949559987
43,0.93049401
33,0.910210967
29,0.944021463
41,0.929503381
70,0.940170705
4,0.78091538
10,0.955227554
13,0.865581453
20,0.96468991
13,0.867395997
83,0.942830861
11,0.848203123
2,0.807569146
3,0.960718572
179,0.972935617
81,0.934135795
6,0.849493027
55,0.962612689
154,0.964804769
6,0.832783937
70,0.961540222
33,0.921010554
168,0.958884895
51,0.943710864
7,0.78427738
161,0.965270817
129,0.967671633
81,0.952127039
57,0.934562624
64,0.951206028
3,0.733788192
157,0.966930926
100,0.929315627
7,0.915148079
160,0.963791251
147,0.940920174
69,0.929462731
6,0.975848258
135,0.960093975
135,0.959543824
188,0.970796168
92,0.950383544
152,0.953791797
5,0.966658235
161,0.965504885
23,0.859935582
28,0.875621676
75,0.952003479
204,0.964588821
128,0.964780509
137,0.946114838
164,0.946110785
138,0.968427122
116,0.947685659
118,0.95863229
187,0.976655006
121,0.968362808
157,0.964992762
137,0.957646549
144,0.972588956
123,0.968145907
133,0.947696686
105,0.951170087
19,0.946364343
117,0.964700162
196,0.970806897
113,0.956910193
142,0.953822196
35,0.925935447
81,0.958411992
62,0.942686379
17,0.961256921
86,0.958300531
52,0.941230357
49,0.963080108
32,0.965045035
23,0.918110371
29,0.912973285
8,0.881398678
9,0.943967402
74,0.951944292
50,0.934453189
35,0.949805498
27,0.915791631
7,0.930524647
100,0.968598425
10,0.90196687
55,0.956368506
116,0.961712658
23,0.93371141
59,0.959451556
56,0.957161248
9,0.98572582
7,0.987628996
81,0.962143898
65,0.973141372
79,0.954823732
32,0.975234985
4,0.93205446
180,0.968575418
122,0.969309986
165,0.972385705
60,0.95216608
23,0.921181142
34,0.927075565
57,0.944042265
